2022-04-08 21:45:02,279 Namespace(cfg='experiments/coco/resnet50/256x192_d256x3_adam_lr1e-3_caffe.yaml', frequent=100, gpus=None, workers=None)
2022-04-08 21:45:02,286 {'CUDNN': {'BENCHMARK': True, 'DETERMINISTIC': False, 'ENABLED': True},
 'DATASET': {'DATASET': 'coco',
2022-04-08 21:49:48,507 Epoch: [0][1000/2092]	Time 0.217s (0.239s)	Speed 147.3 samples/s	Data 0.000s (0.014s)	Loss 4.03281 (4.62365)	Accuracy 0.699 (0.664)
2022-04-08 21:50:11,823 Epoch: [0][1100/2092]	Time 0.217s (0.238s)	Speed 147.3 samples/s	Data 0.000s (0.014s)	Loss 5.67533 (4.62211)	Accuracy 0.596 (0.664)
2022-04-08 21:50:35,645 Epoch: [0][1200/2092]	Time 0.233s (0.238s)	Speed 137.5 samples/s	Data 0.000s (0.014s)	Loss 4.06629 (4.60837)	Accuracy 0.743 (0.666)
2022-04-08 21:50:59,030 Epoch: [0][1300/2092]	Time 0.224s (0.238s)	Speed 142.9 samples/s	Data 0.000s (0.014s)	Loss 3.82263 (4.60380)	Accuracy 0.735 (0.666)
2022-04-08 21:51:22,381 Epoch: [0][1400/2092]	Time 0.216s (0.238s)	Speed 148.0 samples/s	Data 0.000s (0.013s)	Loss 4.16748 (4.60384)	Accuracy 0.701 (0.667)
2022-04-08 21:51:45,622 Epoch: [0][1500/2092]	Time 0.226s (0.237s)	Speed 141.6 samples/s	Data 0.000s (0.013s)	Loss 4.56605 (4.59775)	Accuracy 0.721 (0.667)
2022-04-08 21:52:08,833 Epoch: [0][1600/2092]	Time 0.218s (0.237s)	Speed 146.8 samples/s	Data 0.000s (0.013s)	Loss 5.78090 (4.60116)	Accuracy 0.687 (0.668)
2022-04-08 21:52:32,069 Epoch: [0][1700/2092]	Time 0.227s (0.237s)	Speed 140.8 samples/s	Data 0.000s (0.013s)	Loss 4.71456 (4.59901)	Accuracy 0.669 (0.668)
2022-04-08 21:52:55,829 Epoch: [0][1800/2092]	Time 0.223s (0.237s)	Speed 143.2 samples/s	Data 0.000s (0.013s)	Loss 4.28231 (4.60419)	Accuracy 0.597 (0.668)
2022-04-08 21:53:19,095 Epoch: [0][1900/2092]	Time 0.219s (0.237s)	Speed 146.2 samples/s	Data 0.001s (0.013s)	Loss 4.77077 (4.60044)	Accuracy 0.725 (0.668)
2022-04-08 21:53:42,382 Epoch: [0][2000/2092]	Time 0.225s (0.236s)	Speed 142.3 samples/s	Data 0.000s (0.013s)	Loss 4.24301 (4.59833)	Accuracy 0.672 (0.668)
2022-04-08 21:54:05,303 Test: [0/698]	Time 1.060 (1.060)	Loss 9.0794 (9.0794)	Accuracy 0.642 (0.642)
2022-04-08 21:54:21,941 Test: [100/698]	Time 0.157 (0.175)	Loss 10.5596 (9.2005)	Accuracy 0.642 (0.667)
2022-04-08 21:54:38,758 Test: [200/698]	Time 0.121 (0.172)	Loss 9.9941 (9.1277)	Accuracy 0.640 (0.670)
2022-04-08 21:54:55,744 Test: [300/698]	Time 0.116 (0.171)	Loss 8.6543 (9.1351)	Accuracy 0.733 (0.671)
2022-04-08 21:55:12,313 Test: [400/698]	Time 0.147 (0.170)	Loss 9.9700 (9.1245)	Accuracy 0.634 (0.671)
2022-04-08 21:55:28,967 Test: [500/698]	Time 0.370 (0.169)	Loss 10.0736 (9.1238)	Accuracy 0.623 (0.671)
2022-04-08 21:55:45,573 Test: [600/698]	Time 0.119 (0.169)	Loss 8.8892 (9.1282)	Accuracy 0.704 (0.671)
2022-04-08 21:56:04,821 => Writing results json to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe/results/keypoints_val2017_results.json
2022-04-08 21:56:22,679 | Arch | Null |
2022-04-08 21:56:22,680 |---|---|
2022-04-08 21:56:22,680 | 256x192_pose_resnet_50_d256d256d256 | 0.000 |
2022-04-08 21:56:22,712 => saving checkpoint to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe
2022-04-08 21:56:26,104 Epoch: [1][0/2092]	Time 1.880s (1.880s)	Speed 17.0 samples/s	Data 1.555s (1.555s)	Loss 5.05721 (5.05721)	Accuracy 0.671 (0.671)
2022-04-08 21:56:50,080 Epoch: [1][100/2092]	Time 0.216s (0.256s)	Speed 148.4 samples/s	Data 0.000s (0.029s)	Loss 4.79995 (5.38289)	Accuracy 0.584 (0.588)
2022-04-08 21:57:13,316 Epoch: [1][200/2092]	Time 0.225s (0.244s)	Speed 142.1 samples/s	Data 0.000s (0.020s)	Loss 4.82090 (5.14942)	Accuracy 0.669 (0.616)
2022-04-08 21:57:36,546 Epoch: [1][300/2092]	Time 0.216s (0.240s)	Speed 147.9 samples/s	Data 0.000s (0.016s)	Loss 3.81546 (4.98114)	Accuracy 0.717 (0.630)
2022-04-08 21:57:59,762 Epoch: [1][400/2092]	Time 0.224s (0.238s)	Speed 142.9 samples/s	Data 0.000s (0.015s)	Loss 3.64150 (4.86371)	Accuracy 0.712 (0.639)
2022-04-08 21:58:22,996 Epoch: [1][500/2092]	Time 0.228s (0.237s)	Speed 140.4 samples/s	Data 0.000s (0.013s)	Loss 2.49936 (4.75222)	Accuracy 0.730 (0.646)
2022-04-08 21:58:46,196 Epoch: [1][600/2092]	Time 0.224s (0.236s)	Speed 142.7 samples/s	Data 0.000s (0.013s)	Loss 3.68389 (4.70903)	Accuracy 0.702 (0.651)
2022-04-08 21:59:09,492 Epoch: [1][700/2092]	Time 0.221s (0.236s)	Speed 144.5 samples/s	Data 0.000s (0.012s)	Loss 5.61456 (4.68656)	Accuracy 0.649 (0.654)
2022-04-08 21:59:32,791 Epoch: [1][800/2092]	Time 0.229s (0.235s)	Speed 139.8 samples/s	Data 0.000s (0.012s)	Loss 5.65551 (4.64712)	Accuracy 0.630 (0.657)
2022-04-08 21:59:56,010 Epoch: [1][900/2092]	Time 0.228s (0.235s)	Speed 140.4 samples/s	Data 0.000s (0.012s)	Loss 4.14134 (4.62571)	Accuracy 0.774 (0.661)
2022-04-08 22:00:19,222 Epoch: [1][1000/2092]	Time 0.228s (0.235s)	Speed 140.2 samples/s	Data 0.000s (0.011s)	Loss 6.68462 (4.59290)	Accuracy 0.601 (0.663)
2022-04-08 22:00:42,585 Epoch: [1][1100/2092]	Time 0.226s (0.235s)	Speed 141.3 samples/s	Data 0.000s (0.011s)	Loss 5.46610 (4.57873)	Accuracy 0.726 (0.665)
2022-04-08 22:01:05,808 Epoch: [1][1200/2092]	Time 0.217s (0.234s)	Speed 147.1 samples/s	Data 0.000s (0.011s)	Loss 3.35269 (4.57862)	Accuracy 0.701 (0.665)
2022-04-08 22:01:29,001 Epoch: [1][1300/2092]	Time 0.225s (0.234s)	Speed 142.4 samples/s	Data 0.001s (0.011s)	Loss 3.50572 (4.56250)	Accuracy 0.647 (0.667)
2022-04-08 22:01:52,267 Epoch: [1][1400/2092]	Time 0.222s (0.234s)	Speed 144.1 samples/s	Data 0.000s (0.011s)	Loss 3.87301 (4.55501)	Accuracy 0.633 (0.669)
2022-04-08 22:02:15,544 Epoch: [1][1500/2092]	Time 0.223s (0.234s)	Speed 143.4 samples/s	Data 0.000s (0.011s)	Loss 4.21599 (4.55154)	Accuracy 0.694 (0.670)
2022-04-08 22:02:38,713 Epoch: [1][1600/2092]	Time 0.225s (0.234s)	Speed 142.3 samples/s	Data 0.000s (0.011s)	Loss 4.00854 (4.55200)	Accuracy 0.623 (0.670)
2022-04-08 22:03:01,842 Epoch: [1][1700/2092]	Time 0.227s (0.234s)	Speed 141.0 samples/s	Data 0.000s (0.011s)	Loss 5.78546 (4.55084)	Accuracy 0.706 (0.672)
2022-04-08 22:03:24,997 Epoch: [1][1800/2092]	Time 0.223s (0.234s)	Speed 143.2 samples/s	Data 0.000s (0.011s)	Loss 3.67217 (4.53663)	Accuracy 0.674 (0.673)
2022-04-08 22:03:48,237 Epoch: [1][1900/2092]	Time 0.222s (0.234s)	Speed 144.2 samples/s	Data 0.000s (0.011s)	Loss 3.98091 (4.53273)	Accuracy 0.710 (0.674)
2022-04-08 22:04:11,501 Epoch: [1][2000/2092]	Time 0.222s (0.234s)	Speed 143.8 samples/s	Data 0.000s (0.011s)	Loss 3.99302 (4.52282)	Accuracy 0.651 (0.674)
2022-04-08 22:04:33,673 Test: [0/698]	Time 0.985 (0.985)	Loss 7.8859 (7.8859)	Accuracy 0.724 (0.724)
2022-04-08 22:04:50,342 Test: [100/698]	Time 0.133 (0.175)	Loss 9.3886 (8.1355)	Accuracy 0.695 (0.720)
2022-04-08 22:05:06,991 Test: [200/698]	Time 0.143 (0.170)	Loss 8.8751 (8.0651)	Accuracy 0.675 (0.722)
2022-04-08 22:05:23,650 Test: [300/698]	Time 0.177 (0.169)	Loss 7.3407 (8.0784)	Accuracy 0.779 (0.723)
2022-04-08 22:05:40,063 Test: [400/698]	Time 0.183 (0.168)	Loss 9.1713 (8.0709)	Accuracy 0.693 (0.723)
2022-04-08 22:05:56,147 Test: [500/698]	Time 0.137 (0.167)	Loss 8.7710 (8.0711)	Accuracy 0.682 (0.723)
2022-04-08 22:06:12,395 Test: [600/698]	Time 0.161 (0.166)	Loss 8.4036 (8.0785)	Accuracy 0.722 (0.723)
2022-04-08 22:06:30,930 => Writing results json to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe/results/keypoints_val2017_results.json
2022-04-08 22:06:48,493 | Arch | Null |
2022-04-08 22:06:48,494 |---|---|
2022-04-08 22:06:48,494 | 256x192_pose_resnet_50_d256d256d256 | 0.000 |
2022-04-08 22:06:48,496 => saving checkpoint to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe
2022-04-08 22:06:51,050 Epoch: [2][0/2092]	Time 1.198s (1.198s)	Speed 26.7 samples/s	Data 0.915s (0.915s)	Loss 4.24429 (4.24429)	Accuracy 0.721 (0.721)
2022-04-08 22:07:15,134 Epoch: [2][100/2092]	Time 0.229s (0.250s)	Speed 139.9 samples/s	Data 0.000s (0.025s)	Loss 3.10070 (4.58370)	Accuracy 0.755 (0.685)
2022-04-08 22:07:38,357 Epoch: [2][200/2092]	Time 0.225s (0.241s)	Speed 142.2 samples/s	Data 0.000s (0.017s)	Loss 5.63561 (4.49021)	Accuracy 0.621 (0.685)
2022-04-08 22:08:01,628 Epoch: [2][300/2092]	Time 0.217s (0.238s)	Speed 147.4 samples/s	Data 0.000s (0.015s)	Loss 4.84742 (4.41457)	Accuracy 0.721 (0.687)
2022-04-08 22:08:24,785 Epoch: [2][400/2092]	Time 0.230s (0.237s)	Speed 139.0 samples/s	Data 0.000s (0.014s)	Loss 4.26751 (4.42200)	Accuracy 0.654 (0.685)
2022-04-08 22:08:47,943 Epoch: [2][500/2092]	Time 0.224s (0.236s)	Speed 142.8 samples/s	Data 0.000s (0.013s)	Loss 2.94440 (4.40657)	Accuracy 0.712 (0.685)
2022-04-08 22:09:11,107 Epoch: [2][600/2092]	Time 0.219s (0.235s)	Speed 146.2 samples/s	Data 0.000s (0.012s)	Loss 3.88973 (4.38069)	Accuracy 0.706 (0.686)
2022-04-08 22:09:34,257 Epoch: [2][700/2092]	Time 0.225s (0.235s)	Speed 142.3 samples/s	Data 0.000s (0.012s)	Loss 3.62266 (4.38250)	Accuracy 0.725 (0.686)
2022-04-08 22:09:57,485 Epoch: [2][800/2092]	Time 0.224s (0.234s)	Speed 142.8 samples/s	Data 0.000s (0.012s)	Loss 3.01219 (4.38632)	Accuracy 0.730 (0.687)
2022-04-08 22:10:20,720 Epoch: [2][900/2092]	Time 0.217s (0.234s)	Speed 147.3 samples/s	Data 0.000s (0.011s)	Loss 4.45407 (4.38734)	Accuracy 0.659 (0.687)
2022-04-08 22:10:43,929 Epoch: [2][1000/2092]	Time 0.217s (0.234s)	Speed 147.6 samples/s	Data 0.000s (0.011s)	Loss 4.76431 (4.37595)	Accuracy 0.755 (0.687)
2022-04-08 22:11:07,076 Epoch: [2][1100/2092]	Time 0.223s (0.234s)	Speed 143.7 samples/s	Data 0.000s (0.011s)	Loss 4.06859 (4.37705)	Accuracy 0.696 (0.688)
2022-04-08 22:11:30,190 Epoch: [2][1200/2092]	Time 0.226s (0.233s)	Speed 141.3 samples/s	Data 0.000s (0.011s)	Loss 4.68018 (4.36892)	Accuracy 0.703 (0.687)
2022-04-08 22:11:53,276 Epoch: [2][1300/2092]	Time 0.216s (0.233s)	Speed 148.0 samples/s	Data 0.000s (0.011s)	Loss 4.03277 (4.38410)	Accuracy 0.704 (0.687)
2022-04-08 22:12:16,428 Epoch: [2][1400/2092]	Time 0.224s (0.233s)	Speed 143.1 samples/s	Data 0.000s (0.011s)	Loss 3.76761 (4.39325)	Accuracy 0.706 (0.687)
2022-04-08 22:12:39,638 Epoch: [2][1500/2092]	Time 0.219s (0.233s)	Speed 146.2 samples/s	Data 0.000s (0.011s)	Loss 3.69220 (4.39488)	Accuracy 0.768 (0.687)
2022-04-08 22:13:02,743 Epoch: [2][1600/2092]	Time 0.221s (0.233s)	Speed 145.1 samples/s	Data 0.000s (0.011s)	Loss 3.16145 (4.38736)	Accuracy 0.613 (0.688)
2022-04-08 22:13:26,072 Epoch: [2][1700/2092]	Time 0.225s (0.233s)	Speed 142.4 samples/s	Data 0.000s (0.011s)	Loss 4.00517 (4.38967)	Accuracy 0.695 (0.688)
2022-04-08 22:13:49,304 Epoch: [2][1800/2092]	Time 0.218s (0.233s)	Speed 146.6 samples/s	Data 0.001s (0.010s)	Loss 5.21229 (4.38798)	Accuracy 0.725 (0.688)
2022-04-08 22:14:12,393 Epoch: [2][1900/2092]	Time 0.229s (0.233s)	Speed 139.9 samples/s	Data 0.001s (0.010s)	Loss 6.48710 (4.38588)	Accuracy 0.655 (0.689)
2022-04-08 22:14:35,507 Epoch: [2][2000/2092]	Time 0.216s (0.233s)	Speed 148.0 samples/s	Data 0.000s (0.010s)	Loss 4.15994 (4.38475)	Accuracy 0.706 (0.688)
2022-04-08 22:14:57,479 Test: [0/698]	Time 0.886 (0.886)	Loss 8.1281 (8.1281)	Accuracy 0.700 (0.700)
2022-04-08 22:15:13,495 Test: [100/698]	Time 0.246 (0.167)	Loss 9.6198 (8.2487)	Accuracy 0.689 (0.717)
2022-04-08 22:15:30,008 Test: [200/698]	Time 0.144 (0.166)	Loss 8.8070 (8.1871)	Accuracy 0.700 (0.718)
2022-04-08 22:15:46,464 Test: [300/698]	Time 0.117 (0.166)	Loss 7.5948 (8.1967)	Accuracy 0.790 (0.719)
2022-04-08 22:16:02,678 Test: [400/698]	Time 0.126 (0.165)	Loss 8.3130 (8.1881)	Accuracy 0.717 (0.719)
2022-04-08 22:16:18,880 Test: [500/698]	Time 0.152 (0.164)	Loss 8.7646 (8.1831)	Accuracy 0.682 (0.719)
2022-04-08 22:16:34,896 Test: [600/698]	Time 0.116 (0.164)	Loss 8.4045 (8.1934)	Accuracy 0.721 (0.719)
2022-04-08 22:16:53,747 => Writing results json to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe/results/keypoints_val2017_results.json
2022-04-08 22:17:10,848 | Arch | Null |
2022-04-08 22:17:10,848 |---|---|
2022-04-08 22:17:10,848 | 256x192_pose_resnet_50_d256d256d256 | 0.000 |
2022-04-08 22:17:10,850 => saving checkpoint to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe
2022-04-08 22:17:13,428 Epoch: [3][0/2092]	Time 1.160s (1.160s)	Speed 27.6 samples/s	Data 0.852s (0.852s)	Loss 4.95796 (4.95796)	Accuracy 0.676 (0.676)
2022-04-08 22:17:37,140 Epoch: [3][100/2092]	Time 0.230s (0.246s)	Speed 139.2 samples/s	Data 0.000s (0.021s)	Loss 5.35264 (4.46213)	Accuracy 0.643 (0.689)
2022-04-08 22:18:00,282 Epoch: [3][200/2092]	Time 0.223s (0.239s)	Speed 143.5 samples/s	Data 0.000s (0.015s)	Loss 3.18718 (4.47730)	Accuracy 0.774 (0.692)
2022-04-08 22:18:23,515 Epoch: [3][300/2092]	Time 0.223s (0.237s)	Speed 143.5 samples/s	Data 0.000s (0.014s)	Loss 5.45729 (4.41797)	Accuracy 0.647 (0.695)
2022-04-08 22:18:46,633 Epoch: [3][400/2092]	Time 0.222s (0.235s)	Speed 143.9 samples/s	Data 0.000s (0.013s)	Loss 5.48166 (4.41402)	Accuracy 0.629 (0.696)
2022-04-08 22:19:09,676 Epoch: [3][500/2092]	Time 0.224s (0.234s)	Speed 142.7 samples/s	Data 0.000s (0.012s)	Loss 4.88227 (4.38293)	Accuracy 0.664 (0.694)
2022-04-08 22:19:32,745 Epoch: [3][600/2092]	Time 0.224s (0.234s)	Speed 142.6 samples/s	Data 0.000s (0.012s)	Loss 4.66048 (4.38724)	Accuracy 0.704 (0.694)
2022-04-08 22:19:55,856 Epoch: [3][700/2092]	Time 0.225s (0.233s)	Speed 142.5 samples/s	Data 0.000s (0.011s)	Loss 4.99084 (4.37549)	Accuracy 0.643 (0.695)
2022-04-08 22:20:18,853 Epoch: [3][800/2092]	Time 0.223s (0.233s)	Speed 143.5 samples/s	Data 0.000s (0.011s)	Loss 3.36008 (4.36956)	Accuracy 0.657 (0.695)
2022-04-08 22:20:41,962 Epoch: [3][900/2092]	Time 0.225s (0.233s)	Speed 142.5 samples/s	Data 0.000s (0.011s)	Loss 3.28147 (4.33634)	Accuracy 0.706 (0.695)
2022-04-08 22:21:05,234 Epoch: [3][1000/2092]	Time 0.224s (0.233s)	Speed 142.9 samples/s	Data 0.000s (0.011s)	Loss 4.72374 (4.31857)	Accuracy 0.703 (0.696)
2022-04-08 22:21:28,308 Epoch: [3][1100/2092]	Time 0.226s (0.233s)	Speed 141.5 samples/s	Data 0.001s (0.011s)	Loss 5.76845 (4.31272)	Accuracy 0.691 (0.696)
2022-04-08 22:21:51,457 Epoch: [3][1200/2092]	Time 0.221s (0.232s)	Speed 144.5 samples/s	Data 0.000s (0.011s)	Loss 3.01804 (4.31321)	Accuracy 0.725 (0.696)
2022-04-08 22:22:14,547 Epoch: [3][1300/2092]	Time 0.224s (0.232s)	Speed 142.6 samples/s	Data 0.000s (0.010s)	Loss 4.54877 (4.31383)	Accuracy 0.689 (0.696)
2022-04-08 22:22:37,593 Epoch: [3][1400/2092]	Time 0.225s (0.232s)	Speed 142.2 samples/s	Data 0.000s (0.010s)	Loss 5.18773 (4.30644)	Accuracy 0.694 (0.696)
2022-04-08 22:23:00,710 Epoch: [3][1500/2092]	Time 0.217s (0.232s)	Speed 147.2 samples/s	Data 0.000s (0.010s)	Loss 4.77565 (4.31365)	Accuracy 0.670 (0.696)
2022-04-08 22:23:23,899 Epoch: [3][1600/2092]	Time 0.225s (0.232s)	Speed 142.0 samples/s	Data 0.001s (0.010s)	Loss 5.73408 (4.30524)	Accuracy 0.678 (0.696)
2022-04-08 22:23:46,946 Epoch: [3][1700/2092]	Time 0.215s (0.232s)	Speed 148.6 samples/s	Data 0.000s (0.010s)	Loss 3.36370 (4.31117)	Accuracy 0.727 (0.696)
2022-04-08 22:24:09,987 Epoch: [3][1800/2092]	Time 0.225s (0.232s)	Speed 142.4 samples/s	Data 0.001s (0.010s)	Loss 3.66681 (4.30958)	Accuracy 0.772 (0.696)
2022-04-08 22:24:33,091 Epoch: [3][1900/2092]	Time 0.216s (0.232s)	Speed 148.1 samples/s	Data 0.003s (0.010s)	Loss 2.45405 (4.31179)	Accuracy 0.797 (0.696)
2022-04-08 22:24:56,107 Epoch: [3][2000/2092]	Time 0.218s (0.232s)	Speed 147.1 samples/s	Data 0.000s (0.010s)	Loss 4.45805 (4.31024)	Accuracy 0.744 (0.696)
2022-04-08 22:25:18,036 Test: [0/698]	Time 0.968 (0.968)	Loss 7.5990 (7.5990)	Accuracy 0.735 (0.735)
2022-04-08 22:25:34,337 Test: [100/698]	Time 0.220 (0.171)	Loss 9.4558 (8.0163)	Accuracy 0.693 (0.728)
2022-04-08 22:25:50,659 Test: [200/698]	Time 0.124 (0.167)	Loss 8.5927 (7.9280)	Accuracy 0.682 (0.731)
2022-04-08 22:26:07,235 Test: [300/698]	Time 0.179 (0.167)	Loss 7.5659 (7.9399)	Accuracy 0.796 (0.732)
2022-04-08 22:26:23,347 Test: [400/698]	Time 0.118 (0.165)	Loss 8.3057 (7.9326)	Accuracy 0.708 (0.731)
2022-04-08 22:26:39,318 Test: [500/698]	Time 0.126 (0.164)	Loss 8.5021 (7.9292)	Accuracy 0.678 (0.731)
2022-04-08 22:26:55,589 Test: [600/698]	Time 0.119 (0.164)	Loss 7.8562 (7.9291)	Accuracy 0.757 (0.732)
2022-04-08 22:27:14,426 => Writing results json to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe/results/keypoints_val2017_results.json
2022-04-08 22:27:31,211 | Arch | Null |
2022-04-08 22:27:31,211 |---|---|
2022-04-08 22:27:31,211 | 256x192_pose_resnet_50_d256d256d256 | 0.000 |
2022-04-08 22:27:31,213 => saving checkpoint to output/coco/pose_resnet_50/256x192_d256x3_adam_lr1e-3_caffe
2022-04-08 22:27:33,776 Epoch: [4][0/2092]	Time 1.130s (1.130s)	Speed 28.3 samples/s	Data 0.804s (0.804s)	Loss 5.54140 (5.54140)	Accuracy 0.634 (0.634)
2022-04-08 22:27:57,387 Epoch: [4][100/2092]	Time 0.224s (0.245s)	Speed 142.6 samples/s	Data 0.000s (0.020s)	Loss 6.13054 (4.32600)	Accuracy 0.658 (0.698)
2022-04-08 22:28:20,541 Epoch: [4][200/2092]	Time 0.215s (0.238s)	Speed 149.0 samples/s	Data 0.000s (0.015s)	Loss 3.81369 (4.30790)	Accuracy 0.649 (0.701)
2022-04-08 22:28:43,694 Epoch: [4][300/2092]	Time 0.224s (0.236s)	Speed 142.9 samples/s	Data 0.000s (0.013s)	Loss 4.35087 (4.28209)	Accuracy 0.618 (0.702)
